score,geartype,name,mmsi,flag,port,km,gfw_nearest_km,kn,gap_h,depart_utc,fish_utc,n_port,n_fish,vessel_id,flag_guess
0.976,TRAWLERS,MARIA GLORIA,701006341,ARG,mar del plata,212.2,210.4,9.5,12.1,2023-08-31T22:46:12.000Z,2023-09-01T10:49:30.000Z,23,49,22ff4df68-8b03-446a-ad0e-c2fd833069a8,TFCCTF{701006341_mar del plata_01.09.2023_10:49_AM_212.2}
0.958,POLE_AND_LINE,OLD RELIABLE,368224120,USA,quepos,272.7,262.0,9.8,15.0,2023-08-31T22:40:19.000Z,2023-09-01T13:42:23.000Z,,,5d729b054-41ae-35f0-4fd5-72d90705698a,TFCCTF{368224120_quepos_01.09.2023_01:42_PM_272.7}
0.956,TRAWLERS,NANNY BESSIE,316023983,CAN,louisburg,143.7,145.9,9.8,7.9,2023-09-08T23:22:03.000Z,2023-09-09T07:16:07.000Z,10,49,712a8bb75-53b2-e3e1-0c39-4821d497e041,TFCCTF{316023983_louisburg_09.09.2023_07:16_AM_143.7}
0.954,TRAWLERS,ARBUMASA X,701000720,ARG,puerto deseado,236.9,234.3,9.2,13.8,2023-09-01T11:39:29.000Z,2023-09-02T01:30:06.000Z,14,110,57063c950-0272-9fea-9475-f0344f27438e,TFCCTF{701000720_puerto deseado_02.09.2023_01:30_AM_236.9}
0.949,DRIFTING_LONGLINES,ZAO FU CHANG,416664500,TWN,donggang,257.6,248.0,10.5,13.3,2023-09-27T14:46:12.000Z,2023-09-28T04:02:33.000Z,,,1aa3fe18c-ce14-aff9-560d-6333ca2e622b,TFCCTF{416664500_donggang_28.09.2023_04:02_AM_257.6}
0.947,TRAWLERS,ARBUMASA XV,701000708,ARG,puerto deseado,244.4,233.0,9.7,13.6,2023-09-08T06:05:47.000Z,2023-09-08T19:44:26.000Z,16,149,03d12278a-a35b-ce50-918b-673e1bca4940,TFCCTF{701000708_puerto deseado_08.09.2023_07:44_PM_244.4}
0.947,TRAWLERS,KAPITAN BOGOMOLOV,273528800,RUS,dakhla,144.9,149.8,10.6,7.4,2023-09-01T04:11:31.000Z,2023-09-01T11:35:55.000Z,11,254,57871468a-a994-35af-afb7-b9a23d9ed3aa,TFCCTF{273528800_dakhla_01.09.2023_11:35_AM_144.9}
0.933,SQUID_JIGGER,LU YAN YUAN YU 009,412331037,CHN,callao,522.4,491.0,9.7,29.2,2023-09-19T18:12:31.000Z,2023-09-20T23:22:33.000Z,,,9f0651c65-5ed2-1e88-fce6-7e6af43ce4b2,TFCCTF{412331037_callao_20.09.2023_11:22_PM_522.4}
0.931,TUNA_PURSE_SEINES,MARSHALLS 201,538060004,MHL,majuro,396.3,396.6,8.9,23.9,2023-09-01T23:17:46.000Z,2023-09-02T23:14:03.000Z,,,217c66f73-379e-a454-2521-1133078aca43,TFCCTF{538060004_majuro_02.09.2023_11:14_PM_396.3}
0.926,TRAWLERS,ARGENOVA X,701000950,ARG,puerto deseado,193.8,181.6,9.6,10.9,2023-09-02T03:47:34.000Z,2023-09-02T14:43:24.000Z,14,136,a665db779-9536-53d1-836d-0d1df7630434,TFCCTF{701000950_puerto deseado_02.09.2023_02:43_PM_193.8}
0.925,TUNA_PURSE_SEINES,AZTECA 5,345080027,MEX,mazatlan,181.4,175.5,9.2,10.7,2023-09-12T01:44:51.000Z,2023-09-12T12:27:04.000Z,,,4ba085a4a-ae59-e463-46bc-1df10ff27aca,TFCCTF{345080027_mazatlan_12.09.2023_12:27_PM_181.4}
0.92,TRAWLERS,BAQUEIRO,224324000,ESP,castletown bearhaven,164.8,176.8,9.6,9.3,2023-09-04T00:00:08.000Z,2023-09-04T09:19:06.000Z,11,63,554cb8562-23c2-510a-0686-fd68d007a5c5,TFCCTF{224324000_castletown bearhaven_04.09.2023_09:19_AM_164.8}
0.902,FISHING,NO MERCY,338421038,USA,harwich port,276.4,260.3,9.2,16.3,2023-09-08T00:54:18.000Z,2023-09-08T17:11:07.000Z,,,617ebc8fe-e04c-18d2-766b-2dac8ae26193,TFCCTF{338421038_harwich port_08.09.2023_05:11_PM_276.4}
0.899,TRAWLERS,MARIA LILIANA,701000645,ARG,puerto madryn,159.9,147.9,9.5,9.1,2023-09-01T12:58:16.000Z,2023-09-01T22:03:13.000Z,12,139,0daa94a5e-eb73-7aea-d2dc-2ffc33723dcd,TFCCTF{701000645_puerto madryn_01.09.2023_10:03_PM_159.9}
0.887,DRIFTING_LONGLINES,YUH CHANG N0:1,576753000,VUT,apia,184.7,188.5,8.7,11.4,2023-09-01T04:14:17.000Z,2023-09-01T15:38:47.000Z,,,63d63584b-b3f7-d0a3-3d76-0bc8e1e75a59,TFCCTF{576753000_apia_01.09.2023_03:38_PM_184.7}
0.886,SQUID_JIGGER,CHANG SHUN 6,412329462,CHN,callao,571.9,522.1,10.7,28.9,2023-09-07T19:07:41.000Z,2023-09-09T00:00:01.000Z,,,5240dc5fb-b3aa-42cd-a854-4a9f683bbba2,TFCCTF{412329462_callao_09.09.2023_12:00_AM_571.9}
0.883,FISHING,107EO JIN,440090860,KOR,seogwipo,335.6,320.0,8.9,20.4,2023-09-02T23:22:43.000Z,2023-09-03T19:46:16.000Z,,,1db1dd326-6ca5-5a59-e364-5882df917841,TFCCTF{440090860_seogwipo_03.09.2023_07:46_PM_335.6}
0.872,FISHING,SHUN ZE 777,412421179,CHN,callao,555.8,574.0,8.7,34.5,2023-09-23T00:29:01.000Z,2023-09-24T10:56:47.000Z,,,70ffcc415-5344-9a30-c2ca-3b58d7ac46c8,TFCCTF{412421179_callao_24.09.2023_10:56_AM_555.8}
0.866,TRAWLERS,ZHE LING YU 69073,412416597,CHN,songmen,318.6,276.0,9.9,17.3,2023-09-16T08:29:14.000Z,2023-09-17T01:47:33.000Z,1,26,1d98a2eb5-526b-af53-92aa-c06ec414b560,TFCCTF{412416597_songmen_17.09.2023_01:47_AM_318.6}
0.865,TRAWLERS,BACALAM,630124008,GNB,bissau,162.9,168.6,8.7,10.2,2023-08-31T16:03:46.000Z,2023-09-01T02:12:50.000Z,7,41,1ea684eb3-34e7-885e-a813-29bcbce1f753,TFCCTF{630124008_bissau_01.09.2023_02:12_AM_162.9}
0.864,TRAWLERS,DON ESCIPION,701000956,ARG,mar del plata,217.0,188.2,10.2,11.4,2023-09-13T19:02:05.000Z,2023-09-14T06:28:16.000Z,24,57,94b1a51d3-3cde-3fe1-f002-4f24ee0700f8,TFCCTF{701000956_mar del plata_14.09.2023_06:28_AM_217.0}
0.864,TRAWLERS,ARGENOVA 25,701006471,ARG,puerto deseado,195.3,194.1,8.5,12.4,2023-09-02T03:12:45.000Z,2023-09-02T15:37:06.000Z,12,149,7651e8410-0fb1-0f16-2a14-0e22689c3452,TFCCTF{701006471_puerto deseado_02.09.2023_03:37_PM_195.3}
0.862,TUNA_PURSE_SEINES,DONIENE,224464000,ESP,port victoria,559.9,524.9,11.2,27.1,2023-09-10T01:34:08.000Z,2023-09-11T04:40:09.000Z,,,4ed2ee532-2942-5479-c326-6d2ec2f32cde,TFCCTF{224464000_port victoria_11.09.2023_04:40_AM_559.9}
0.861,FISHING,ZHELINGYU69258,412418462,CHN,songmen,323.4,279.0,9.8,17.8,2023-09-16T07:41:29.000Z,2023-09-17T01:27:58.000Z,,,75f63d42d-de16-624a-068d-f5a640bfa4e0,TFCCTF{412418462_songmen_17.09.2023_01:27_AM_323.4}
0.854,TRAWLERS,ZHELINGYU69199,412416649,CHN,taizhou,323.2,279.8,9.5,18.3,2023-09-16T07:41:24.000Z,2023-09-17T02:00:52.000Z,1,54,9334df09f-f3d3-ea33-9069-1d722dbfeccb,TFCCTF{412416649_taizhou_17.09.2023_02:00_AM_323.2}
0.851,TRAWLERS,ZHELINGYU60077,412419308,CHN,taizhou,248.3,215.0,9.5,14.1,2023-09-16T09:03:08.000Z,2023-09-16T23:11:50.000Z,1,57,2b68a9e2b-bc26-0873-6d6e-c1dbeb48f141,TFCCTF{412419308_taizhou_16.09.2023_11:11_PM_248.3}
0.85,TRAWLERS,ZHELINGYU25831,412417237,CHN,songmen,315.2,270.8,9.6,17.7,2023-09-16T08:23:33.000Z,2023-09-17T02:07:48.000Z,3,61,923c305e0-0559-538b-321a-ed871d50178b,TFCCTF{412417237_songmen_17.09.2023_02:07_AM_315.2}
0.85,TRAWLERS,TESTSHIP,600001113,,songmen,324.5,275.8,10.0,17.6,2023-09-16T08:31:41.000Z,2023-09-17T02:04:46.000Z,1,50,66202f6de-e40a-71fb-daa3-0588d47f2338,TFCCTF{600001113_songmen_17.09.2023_02:04_AM_324.5}
0.848,TRAWLERS,SAN ARAMAND,512006191,NZL,napier,134.8,151.0,9.1,8.0,2023-09-01T06:45:08.000Z,2023-09-01T14:45:39.000Z,11,40,9a226f38c-cac2-439f-db16-021f8712f86f,TFCCTF{512006191_napier_01.09.2023_02:45_PM_134.8}
0.847,TRAWLERS,TRONDUR I GOETU,231036000,FRO,fuglafjordur,270.6,262.4,8.5,17.1,2023-09-03T00:55:15.000Z,2023-09-03T18:03:14.000Z,30,35,88d8a1194-44e0-9406-0095-756b9c0269b0,TFCCTF{231036000_fuglafjordur_03.09.2023_06:03_PM_270.6}
0.846,TRAWLERS,ZHELINGYU69049,412417619,CHN,songmen,279.5,236.4,10.0,15.1,2023-09-16T05:10:16.000Z,2023-09-16T20:16:18.000Z,3,65,ae2666588-8edf-7337-fc70-b612e6dfb310,TFCCTF{412417619_songmen_16.09.2023_08:16_PM_279.5}
0.843,TRAWLERS,ZHELINGYU69173,412418882,CHN,songmen,314.0,272.7,9.3,18.2,2023-09-16T07:53:05.000Z,2023-09-17T02:06:13.000Z,2,61,7312ad913-3cdf-9ab8-3ab6-b1f87e60c037,TFCCTF{412418882_songmen_17.09.2023_02:06_AM_314.0}
0.841,POLE_AND_LINE,FLOOR REEL,338485646,USA,ocean city,127.6,126.9,10.0,6.9,2023-09-11T09:10:03.000Z,2023-09-11T16:04:17.000Z,,,5c5f533ae-e71f-763d-abc8-c6eac235f311,TFCCTF{338485646_ocean city_11.09.2023_04:04_PM_127.6}
0.841,TRAWLERS,ZHE LING YU 78058,412417238,CHN,taizhou,329.1,280.2,10.4,17.0,2023-09-16T07:48:21.000Z,2023-09-17T00:48:56.000Z,3,47,754e5c9bc-c507-1c87-683b-95178d5c107f,TFCCTF{412417238_taizhou_17.09.2023_12:48_AM_329.1}
0.838,TRAWLERS,MARA I,701000649,ARG,puerto madryn,280.4,263.6,8.6,17.5,2023-09-01T13:17:15.000Z,2023-09-02T06:48:28.000Z,14,135,0620b905b-bd8f-dbac-a3ed-81ac78afd958,TFCCTF{701000649_puerto madryn_02.09.2023_06:48_AM_280.4}
0.836,TRAWLERS,GUIHEYU81189,412503035,CHN,yangjiang,164.1,143.7,10.3,8.6,2023-09-08T04:48:24.000Z,2023-09-08T13:25:55.000Z,2,8,3fd11bd52-2356-b409-092f-7b847e9170d6,TFCCTF{412503035_yangjiang_08.09.2023_01:25_PM_164.1}
0.835,FIXED_GEAR,ZHE PU YU 19167,412411816,CHN,ningbo,305.9,285.7,8.7,19.1,2023-09-04T05:04:26.000Z,2023-09-05T00:08:50.000Z,,,7edd0afcf-f38f-f3d7-29c3-543697f4c2cc,TFCCTF{412411816_ningbo_05.09.2023_12:08_AM_305.9}
0.833,SET_LONGLINES,JIN LI CHIEN,416003631,TWN,keelung,149.3,137.1,10.3,7.8,2023-09-06T05:19:38.000Z,2023-09-06T13:07:26.000Z,,,7d011ba0d-d917-d6cd-d073-28f4394e4622,TFCCTF{416003631_keelung_06.09.2023_01:07_PM_149.3}
0.83,SET_LONGLINES,999 BEOM SEONG,440136230,KOR,seogwipo,376.7,315.9,9.6,21.2,2023-09-02T04:07:20.000Z,2023-09-03T01:18:02.000Z,,,a010424d7-73d3-393d-a2bd-15a4c4bb4784,TFCCTF{440136230_seogwipo_03.09.2023_01:18_AM_376.7}
0.829,FISHING,SUNTAR,273430790,RUS,retinskoe,434.0,385.9,8.9,26.2,2023-09-02T14:12:21.000Z,2023-09-03T16:24:28.000Z,,,05a94f7db-ba98-6550-1e13-90e6e2a635e0,TFCCTF{273430790_retinskoe_03.09.2023_04:24_PM_434.0}
0.825,TRAWLERS,ZHELINGYU69192,412416533,CHN,songmen,281.1,237.2,9.4,16.1,2023-09-16T04:42:25.000Z,2023-09-16T20:51:06.000Z,1,46,34e91f6b5-5197-550f-a197-76a85fdb2429,TFCCTF{412416533_songmen_16.09.2023_08:51_PM_281.1}
0.824,NA,ZHELINGYU74095,412418009,CHN,taizhou,335.3,283.9,10.7,17.0,2023-09-16T07:55:55.000Z,2023-09-17T00:54:46.000Z,,,0de9b2fa6-6696-0afa-2cf9-bb52d9ccd16a,TFCCTF{412418009_taizhou_17.09.2023_12:54_AM_335.3}
0.824,FISHING,MINSHIYU07202,412450813,CHN,wenzhou,176.3,148.0,10.3,9.2,2023-09-05T03:59:08.000Z,2023-09-05T13:13:49.000Z,,,1fbfebbef-f9bb-7bdf-2721-18af34023ec1,TFCCTF{412450813_wenzhou_05.09.2023_01:13_PM_176.3}
0.824,TRAWLERS,TUMMAS T.,231049000,FRO,fuglafjordur,333.7,284.1,10.7,16.8,2023-08-31T22:35:15.000Z,2023-09-01T15:23:10.000Z,18,18,a033c9464-4cbc-8da7-25ce-bfd52613ba79,TFCCTF{231049000_fuglafjordur_01.09.2023_03:23_PM_333.7}
0.824,TRAWLERS,ARGENOVA II,701000546,ARG,puerto deseado,258.1,247.4,8.4,16.5,2023-09-03T13:42:46.000Z,2023-09-04T06:13:20.000Z,14,148,414df2e9f-f0ff-4fe6-6d10-dc84b522d937,TFCCTF{701000546_puerto deseado_04.09.2023_06:13_AM_258.1}
0.822,TUNA_PURSE_SEINES,SILENT WITNESS,338372871,USA,lake tashmoo,166.7,146.4,9.2,9.8,2023-09-02T13:41:34.000Z,2023-09-02T23:29:34.000Z,,,2098b8662-2750-effd-4f48-58bdf4c4939b,TFCCTF{338372871_lake tashmoo_02.09.2023_11:29_PM_166.7}
0.818,TRAWLERS,ZHEPUYU19111,412423264,CHN,ningbo,299.1,281.7,8.5,19.0,2023-09-04T04:53:37.000Z,2023-09-04T23:53:46.000Z,5,85,97aeef06d-dc18-cd0e-eb02-85dfd3a810b7,TFCCTF{412423264_ningbo_04.09.2023_11:53_PM_299.1}
0.818,FISHING,NINGYU458,412437006,CHN,ningbo,336.4,278.6,9.6,19.0,2023-09-04T06:33:42.000Z,2023-09-05T01:34:09.000Z,,,0a4d83937-7e2f-9118-3ea5-af3cd995afe5,TFCCTF{412437006_ningbo_05.09.2023_01:34_AM_336.4}
0.816,TUNA_PURSE_SEINES,EL DUQUE,345220001,MEX,puerto madero,226.5,195.2,9.1,13.5,2023-09-03T02:10:32.000Z,2023-09-03T15:39:35.000Z,,,a02113476-6ae3-24a6-888d-22cbaa8ebf52,TFCCTF{345220001_puerto madero_03.09.2023_03:39_PM_226.5}
0.813,TRAWLERS,M0115MURMANSK,273292400,RUS,murmansk,224.7,182.7,9.9,12.2,2023-09-17T19:20:29.000Z,2023-09-18T07:34:44.000Z,5,45,80c948a55-524d-38f6-3e14-f6a9724357a9,TFCCTF{273292400_murmansk_18.09.2023_07:34_AM_224.7}
0.812,TRAWLERS,MINXIAYUO982O,412448975,CHN,songmen,209.9,182.4,9.0,12.7,2023-09-04T04:01:28.000Z,2023-09-04T16:40:35.000Z,2,65,420ac41e9-90ac-cd6d-f289-3bd3e8fe4a01,TFCCTF{412448975_songmen_04.09.2023_04:40_PM_209.9}
0.811,TRAWLERS,TUNGA,659390000,NAM,walvis bay,128.1,130.7,9.1,7.6,2023-09-28T18:11:37.000Z,2023-09-29T01:48:09.000Z,13,70,49ecc2adb-b099-af29-358e-f8faccbf3227,TFCCTF{659390000_walvis bay_29.09.2023_01:48_AM_128.1}
0.811,TRAWLERS,ROSSYOKI,273313560,RUS,retinskoe,291.4,236.4,10.0,15.7,2023-09-12T13:12:28.000Z,2023-09-13T04:56:01.000Z,12,43,273a09c94-4be9-9978-6ffd-74f9b14638b3,TFCCTF{273313560_retinskoe_13.09.2023_04:56_AM_291.4}
0.81,TRAWLERS,MRTK-1129,273454540,RUS,murmansk,309.0,286.3,8.5,19.5,2023-09-08T08:39:10.000Z,2023-09-09T04:12:06.000Z,12,18,4772a67b7-74de-85a2-ab87-2ec342fa9274,TFCCTF{273454540_murmansk_09.09.2023_04:12_AM_309.0}
0.809,FISHING,ZHEYUYU66689,412415806,CHN,taizhou,287.1,233.7,9.7,16.0,2023-09-05T08:17:41.000Z,2023-09-06T00:17:43.000Z,,,3fb2398f3-337a-5081-618a-ef383ef2e2c2,TFCCTF{412415806_taizhou_06.09.2023_12:17_AM_287.1}
0.808,SET_LONGLINES,ALBA CHIARA,247153450,ITA,siracusa,270.2,242.2,8.7,16.7,2023-09-11T09:15:05.000Z,2023-09-12T02:00:00.000Z,,,add953e55-50a7-0c37-43b7-69ed5d6cc7c1,TFCCTF{247153450_siracusa_12.09.2023_02:00_AM_270.2}
0.803,SET_GILLNETS,ISLAND ALLSTAR,316003951,CAN,clarks harbour,186.4,161.5,8.9,11.3,2023-08-31T12:54:50.000Z,2023-09-01T00:13:13.000Z,,,5f68108fb-bc4a-3520-0da4-47372fa6c75e,TFCCTF{316003951_clarks harbour_01.09.2023_12:13_AM_186.4}
0.803,TRAWLERS,ZJC330U,886925988,,taizhou,270.2,230.8,9.0,16.2,2023-09-16T08:31:06.000Z,2023-09-17T00:43:07.000Z,1,48,0c49e0246-6577-b850-6e03-1ecb8a8dc107,TFCCTF{886925988_taizhou_17.09.2023_12:43_AM_270.2}
0.8,TRAWLERS,JUAN ALVAREZ,701006059,ARG,puerto madryn,144.9,141.7,8.5,9.2,2023-09-01T01:22:36.000Z,2023-09-01T10:35:57.000Z,15,148,45817e754-46d9-142a-6ea8-c773a002b2e8,TFCCTF{701006059_puerto madryn_01.09.2023_10:35_AM_144.9}
0.799,TRAWLERS,ZAMBEZI,659245000,NAM,walvis bay,119.9,125.0,10.1,6.4,2023-08-31T21:05:11.000Z,2023-09-01T03:30:00.000Z,13,28,3bde07f86-662d-bc20-5b41-076d567e0fee,TFCCTF{659245000_walvis bay_01.09.2023_03:30_AM_119.9}
0.798,TRAWLERS,ALASKA WARRIOR,338250000,USA,dutch harbor,271.4,260.9,11.7,12.5,2023-09-04T04:50:04.000Z,2023-09-04T17:19:52.000Z,16,156,321108bc5-565c-55b5-9117-1f56418e31b4,TFCCTF{338250000_dutch harbor_04.09.2023_05:19_PM_271.4}
0.796,FISHING,SUGANYU05593,412364758,CHN,sheyang,131.8,130.6,8.9,8.0,2023-09-04T04:49:01.000Z,2023-09-04T12:50:33.000Z,,,181b283ea-a16e-3a7a-3534-e9e6f9623239,TFCCTF{412364758_sheyang_04.09.2023_12:50_PM_131.8}
0.795,POLE_AND_LINE,MISS LIANE,338367084,USA,barnegat lighthouse,131.0,131.0,8.8,8.1,2023-09-07T07:45:27.000Z,2023-09-07T15:49:03.000Z,,,2e5929f5f-f935-9b1b-7200-fc2dfad26cb7,TFCCTF{338367084_barnegat lighthouse_07.09.2023_03:49_PM_131.0}
0.795,TRAWLERS,ZHE LING YU 60058,412419441,CHN,taizhou,267.3,224.7,9.1,15.9,2023-09-16T08:20:40.000Z,2023-09-17T00:17:14.000Z,2,59,4d013ff1e-ec90-68fa-1c63-91a4cec3b0b5,TFCCTF{412419441_taizhou_17.09.2023_12:17_AM_267.3}
0.794,TRAWLERS,ZHELINGYU 69205,412417166,CHN,songmen,289.8,240.6,9.1,17.1,2023-09-16T08:24:56.000Z,2023-09-17T01:30:58.000Z,1,56,9a9fc8d4a-a923-9a06-6c48-71f405af826a,TFCCTF{412417166_songmen_17.09.2023_01:30_AM_289.8}
0.792,TRAWLERS,ZHELINGYU75085,412418864,CHN,taizhou,276.7,240.0,8.8,17.0,2023-09-16T05:16:51.000Z,2023-09-16T22:16:25.000Z,3,61,963068c03-3f6e-29e7-3a46-80256575ac03,TFCCTF{412418864_taizhou_16.09.2023_10:16_PM_276.7}
0.792,FISHING,MIN SHI YU 06796,412451483,CHN,taizhou,238.7,208.4,8.7,14.7,2023-09-04T12:25:00.000Z,2023-09-05T03:08:58.000Z,,,a151b8160-0a81-22c9-e62f-92d78e96a883,TFCCTF{412451483_taizhou_05.09.2023_03:08_AM_238.7}
0.789,TRAWLERS,POLARIS MK 0355,273359770,RUS,murmansk,249.8,199.6,9.5,14.1,2023-09-14T21:41:32.000Z,2023-09-15T11:48:52.000Z,6,44,7e110c3e8-806f-42cc-4c1e-3812bd44f2c8,TFCCTF{273359770_murmansk_15.09.2023_11:48_AM_249.8}
0.785,TRAWLERS,ZHELINGYU60025,412418656,CHN,taizhou,247.0,195.8,10.4,12.8,2023-09-16T04:27:18.000Z,2023-09-16T17:17:42.000Z,2,65,63fed4279-93b0-46a7-300d-f1b6eab9508c,TFCCTF{412418656_taizhou_16.09.2023_05:17_PM_247.0}
0.785,TRAWLERS,ZHEDONGYU03382,412430913,CHN,wenzhou,244.4,191.8,9.9,13.3,2023-09-16T09:54:00.000Z,2023-09-16T23:11:16.000Z,3,25,a7db5a22c-cbf4-58c6-d21f-154d7cff1553,TFCCTF{412430913_wenzhou_16.09.2023_11:11_PM_244.4}
0.784,TRAWLERS,HOYVIK,231020000,FRO,fuglafjordur,229.1,207.0,11.5,10.8,2023-09-01T10:41:34.000Z,2023-09-01T21:26:50.000Z,16,51,8b9d1f16f-f39a-25bc-186c-42749b04aff3,TFCCTF{231020000_fuglafjordur_01.09.2023_09:26_PM_229.1}
0.783,TRAWLERS,MINXIAYU09848,412449521,CHN,taizhou,186.8,159.1,8.8,11.4,2023-09-04T04:03:36.000Z,2023-09-04T15:27:59.000Z,2,95,16df8383c-c39d-52a0-36cd-692f060f2b88,TFCCTF{412449521_taizhou_04.09.2023_03:27_PM_186.8}
0.783,TRAWLERS,ZHEDONGYU03479,412430536,CHN,wenzhou,249.8,195.8,10.1,13.3,2023-09-16T09:39:47.000Z,2023-09-16T22:57:38.000Z,4,46,aa3ed67c4-4c5b-8d67-7e97-6d4e267f5d1d,TFCCTF{412430536_wenzhou_16.09.2023_10:57_PM_249.8}
0.779,TRAWLERS,FRAM,231160000,FRO,fuglafjordur,323.7,256.7,9.5,18.5,2023-09-01T15:44:11.000Z,2023-09-02T10:12:41.000Z,10,35,5e46bf95f-fa8a-8fae-cdaa-58d70991e4d5,TFCCTF{231160000_fuglafjordur_02.09.2023_10:12_AM_323.7}
0.778,SET_LONGLINES,BLOMEHA,659190000,NAM,walvis bay,248.4,226.1,8.4,15.9,2023-09-02T14:17:34.000Z,2023-09-03T06:13:27.000Z,,,550d2640d-dec1-429b-f463-1054193e941f,TFCCTF{659190000_walvis bay_03.09.2023_06:13_AM_248.4}
0.778,FISHING,207EOJIN,440706440,KOR,seogwipo,123.6,136.9,9.0,7.4,2023-09-04T00:20:40.000Z,2023-09-04T07:43:18.000Z,,,68feecda7-7503-4d76-c0c0-67535549ba1f,TFCCTF{440706440_seogwipo_04.09.2023_07:43_AM_123.6}
0.775,TRAWLERS,LAXE DOS,659432000,NAM,walvis bay,133.0,144.3,8.5,8.4,2023-09-01T09:29:02.000Z,2023-09-01T17:53:50.000Z,17,85,624a56b53-3be8-410c-c746-aaee7967b8a0,TFCCTF{659432000_walvis bay_01.09.2023_05:53_PM_133.0}
0.774,FISHING,ZHEDAIYUYUN01558,412426779,CHN,ningbo,262.4,246.7,8.2,17.2,2023-09-03T16:15:59.000Z,2023-09-04T09:28:10.000Z,,,aa397820a-a714-42c8-d050-faf7a385dc3d,TFCCTF{412426779_ningbo_04.09.2023_09:28_AM_262.4}
0.77,TRAWLERS,ZHEYUYU82005,412414754,CHN,taizhou,263.5,228.7,8.6,16.5,2023-09-16T04:32:43.000Z,2023-09-16T21:03:04.000Z,3,5,a286ee992-292e-5325-4d07-944ecfa43e17,TFCCTF{412414754_taizhou_16.09.2023_09:03_PM_263.5}
0.767,FISHING,QIONG DAN YU 10688,412523386,CHN,hongwan,174.7,146.3,11.0,8.6,2023-09-05T14:14:57.000Z,2023-09-05T22:49:15.000Z,,,0f411fbc4-4448-d07f-c3ad-19f653ca6128,TFCCTF{412523386_hongwan_05.09.2023_10:49_PM_174.7}
0.767,TRAWLERS,PROMOPES I,770576124,URY,montevideo,306.8,251.4,11.0,15.0,2023-09-02T00:21:00.000Z,2023-09-02T15:21:56.000Z,10,97,93ce5b43c-c27d-59ad-cd45-92151df716fa,TFCCTF{770576124_montevideo_02.09.2023_03:21_PM_306.8}
0.765,TRAWLERS,KAPA,273291820,RUS,murmansk,331.7,308.4,8.2,21.8,2023-09-16T00:15:25.000Z,2023-09-16T22:00:45.000Z,12,14,5bdd133ca-a1a2-d1a4-bf38-bcdacc1c85b7,TFCCTF{273291820_murmansk_16.09.2023_10:00_PM_331.7}
0.762,TRAWLERS,ZHELINGYU17063,412416527,CHN,taizhou,268.3,208.2,10.5,13.7,2023-09-16T08:26:35.000Z,2023-09-16T22:10:46.000Z,1,65,05d5df5b8-8d60-e109-0ab1-4f185292ddd2,TFCCTF{412416527_taizhou_16.09.2023_10:10_PM_268.3}
0.757,TRAWLERS,MIN LONG YU 66720,412444124,CHN,taizhou,213.7,166.9,9.3,12.4,2023-09-05T02:21:33.000Z,2023-09-05T14:46:03.000Z,4,105,8ad2461c1-1dc5-086b-b4c5-2c01ed78a53e,TFCCTF{412444124_taizhou_05.09.2023_02:46_PM_213.7}
0.757,SET_LONGLINES,ZHERUIYUYUN00222,412431878,CHN,taizhou,200.5,167.0,11.2,9.6,2023-09-21T16:34:32.000Z,2023-09-22T02:12:18.000Z,,,51c9edb3a-a665-653b-197a-9a5d2dbf5dfe,TFCCTF{412431878_taizhou_22.09.2023_02:12_AM_200.5}
0.753,TUNA_PURSE_SEINES,BP GABRIELA,735057562,ECU,posorja,319.8,241.6,10.2,16.8,2023-09-03T19:51:22.000Z,2023-09-04T12:42:13.000Z,,,88bcca318-858e-20ba-f347-95cf0b50271a,TFCCTF{735057562_posorja_04.09.2023_12:42_PM_319.8}
0.751,TRAWLERS,CAPE ROSEWAY,316005601,CAN,pubnico,139.4,140.4,8.2,9.2,2023-09-01T01:02:58.000Z,2023-09-01T10:16:42.000Z,18,46,2b16003f8-8a10-d2f4-0e05-e55a423749a0,TFCCTF{316005601_pubnico_01.09.2023_10:16_AM_139.4}
0.751,FISHING,ZHE PU YU YUN 98282,412410321,CHN,shanghai,235.7,177.1,10.1,12.6,2023-09-03T17:14:17.000Z,2023-09-04T05:51:08.000Z,,,73abd4c45-5e3b-cac8-56ff-e9a6769bb0bc,TFCCTF{412410321_shanghai_04.09.2023_05:51_AM_235.7}
0.749,TUNA_PURSE_SEINES,YUEYANGXIYU32521,412467722,CHN,yangjiang,232.1,179.1,9.3,13.5,2023-09-04T19:52:08.000Z,2023-09-05T09:19:44.000Z,,,5803ca01c-c2ed-fefa-fbae-e7015c858d15,TFCCTF{412467722_yangjiang_05.09.2023_09:19_AM_232.1}
0.749,TRAWLERS,NORDBORG,231051000,FRO,klaksvik,319.6,276.7,11.5,15.0,2023-09-02T00:08:17.000Z,2023-09-02T15:07:04.000Z,9,34,548298f57-7105-3158-cb09-3b78d5d29ccc,TFCCTF{231051000_klaksvik_02.09.2023_03:07_PM_319.6}
0.748,SQUID_JIGGER,LURONGYUANYU373,412329671,CHN,shidao,145.5,128.3,10.4,7.6,2023-09-07T06:33:02.000Z,2023-09-07T14:08:25.000Z,,,6d5b68890-0fa7-f685-db2f-f7da621dbe17,TFCCTF{412329671_shidao_07.09.2023_02:08_PM_145.5}
